
frame0085.png frame0078.png
2 61
6 62
7 63
8 64
11 65
17 66
18 67
21 68
22 69
25 70
27 71
32 72

frame0093.png frame0086.png
2 46
5 47
6 48
7 49
12 50
13 51
14 52
15 53
18 54
19 55
20 56
21 57
23 58
27 59
28 60
29 61
35 62
36 63
39 64
56 65

frame0094.png frame0092.png
0 18
1 19
2 20
3 21
4 22
5 23
6 24
7 25
8 26
9 27
10 28
12 29
13 30
14 31
15 32
16 33
17 34
18 35
21 36
22 37
24 38
26 39
27 40
28 41
30 42
31 43
32 44
33 45
34 46
35 47
36 48
37 49
39 50
40 51
41 52
42 53
43 54
44 55
45 56
47 57
48 58
49 59
50 60
52 61
53 62
55 63
56 64
57 65
58 66
59 67
60 68
61 69
63 70
65 71

frame0180.png frame0170.png
6 55
14 56
15 57
16 58
17 59
25 60
26 61
27 62
28 63

frame0179.png frame0166.png
0 71
2 72
3 73

frame0178.png frame0171.png
0 49
7 50
8 51
9 52
10 53
11 54
12 55
17 56
31 57
38 58
39 59
40 60
41 61
42 62
43 63
46 64
48 65
49 66
50 67
51 68
52 69
53 70
57 71
58 72
59 73

frame0162.png frame0154.png
6 31
7 32
8 33
9 34
10 35
16 36
17 37
18 38
19 39
20 40
25 41
27 42
29 43
30 44
31 45
32 46
33 47
34 48
35 49
36 50
38 51
39 52
40 53
41 54
48 55
54 56
57 57
58 58

frame0111.png frame0109.png
0 9
1 10
2 11
3 12
4 13
5 14
6 15
7 16
8 17
9 18
10 19
11 20
12 21
13 22
14 23
15 24
16 25
17 26
18 27
19 28
20 29
22 30
23 31
24 32
25 33
27 34
28 35
29 36
30 37
32 38
33 39
34 40
36 41
37 42
38 43
39 44
40 45
41 46
42 47
44 48
45 49
47 50
48 51
49 52
50 53

frame0096.png frame0085.png
2 60
16 61

frame0132.png frame0115.png
0 40
5 41
8 42

frame0097.png frame0085.png
11 61

frame0081.png frame0074.png
0 47
1 48
2 49
3 50
4 51
5 52
6 53
9 54
10 55
11 56
14 57
15 58
17 59
18 60
20 61
21 62
22 63
26 64
27 65
28 66
30 67
31 68
36 69
39 70
40 71
41 72
43 73
45 74

frame0141.png frame0140.png
0 9
1 10
2 11
3 12
4 13
5 14
6 15
7 16
8 17
9 18
10 19
11 20
12 21
13 22
14 23
15 24
16 25
17 26
20 27
21 28
22 29
23 30
24 31
25 32
26 33
27 34
28 35
29 36
30 37
31 38
33 39
34 40
35 41
36 42
37 43
38 44
39 45
40 46
41 47
42 48
43 49
44 50
45 51
46 52
47 53
48 54
49 55
50 56
51 57
52 58
53 59
54 60
55 61
56 62
57 63
58 64
59 65
61 66
62 67
63 68
64 69
66 70
67 71
68 72
69 73
70 74
71 75
73 76
74 77
75 78
76 79
77 80
81 81
85 82

frame0031.png frame0017.png
0 57
1 58
2 59
4 60
6 61
7 62
11 63
12 64
15 65
19 66
20 67
21 68
24 69
29 70
30 71
32 72
35 73
37 74

frame0107.png frame0096.png
0 59
4 60
7 61
8 62
10 63
13 64
14 65
19 66
22 67
29 68
30 69
33 70
39 71
46 72

frame0053.png frame0036.png
8 58
32 59

frame0018.png frame0006.png
1 32
2 33
3 34
5 35
9 36
13 37
15 38
16 39
19 40
23 41
29 42
30 43
31 44
33 45
36 46
37 47
46 48

frame0040.png frame0039.png
0 8
1 9
2 10
3 11
4 12
5 13
6 14
7 15
8 16
9 17
10 18
11 19
13 20
14 21
15 22
16 23
17 24
18 25
19 26
20 27
21 28
22 29
23 30
24 31
25 32
26 33
27 34
28 35
29 36
30 37
31 38
32 39
33 40
34 41
35 42
36 43
37 44
38 45
39 46
40 47
41 48
42 49
43 50
44 51
45 52
47 53
50 54

frame0021.png frame0011.png
0 37
1 38
2 39
3 40
5 41
6 42
8 43
9 44
13 45
15 46
18 47
19 48
20 49
21 50
22 51
24 52
25 53
26 54
30 55
32 56
36 57
37 58
38 59
40 60
43 61
44 62
46 63
47 64
48 65
49 66
50 67
52 68
54 69
55 70
59 71
60 72

frame0060.png frame0058.png
0 12
1 13
2 14
3 15
4 16
5 17
6 18
7 19
8 20
9 21
10 22
11 23
12 24
13 25
14 26
15 27
16 28
17 29
18 30
19 31
22 32
24 33
27 34
28 35
29 36
30 37
31 38
32 39
33 40
34 41
35 42
36 43
37 44
39 45
41 46
42 47
45 48
47 49
48 50
49 51
50 52
51 53
52 54
54 55
55 56
56 57
57 58
58 59
59 60
60 61
62 62
63 63
67 64
68 65

frame0043.png frame0018.png
0 68

frame0135.png frame0119.png
3 51

frame0033.png frame0024.png
0 25
1 26
2 27
6 28
7 29
8 30
11 31
13 32
16 33
17 34
18 35
19 36
22 37
23 38
24 39
27 40
28 41
30 42
31 43
33 44
34 45
35 46
36 47
38 48
39 49
40 50
41 51
43 52
44 53
46 54
49 55
53 56
55 57

frame0145.png frame0137.png
0 46
1 47
2 48
3 49
4 50
8 51
9 52
10 53
11 54
12 55
13 56
14 57
15 58
16 59
17 60
18 61
19 62
20 63
21 64
23 65
24 66
25 67
26 68
27 69
31 70
32 71
33 72
34 73
35 74
36 75
37 76
45 77
46 78
47 79
53 80
54 81
57 82
58 83

frame0039.png frame0038.png
0 4
1 5
2 6
3 7
4 8
5 9
6 10
7 11
8 12
9 13
10 14
11 15
12 16
13 17
14 18
15 19
16 20
17 21
18 22
19 23
20 24
21 25
22 26
23 27
24 28
25 29
26 30
27 31
28 32
29 33
31 34
32 35
33 36
34 37
35 38
36 39
37 40
38 41
39 42
40 43
41 44
42 45
43 46
44 47
45 48
46 49
47 50
48 51
50 52
51 53
54 54

frame0078.png frame0071.png
0 40
6 41
13 42
19 43
21 44
23 45
30 46
31 47
32 48
35 49
36 50
37 51
38 52
41 53

frame0012.png frame0004.png
2 21
6 22
7 23
8 24
9 25
11 26
12 27
16 28
17 29
19 30
21 31
22 32
25 33
26 34
28 35
29 36
30 37
31 38
34 39
39 40
46 41

frame0069.png frame0053.png
0 70
6 71
19 72
21 73

frame0015.png frame0009.png
0 18
1 19
3 20
4 21
5 22
6 23
7 24
9 25
11 26
12 27
14 28
15 29
16 30
17 31
21 32
22 33
23 34
24 35
25 36
26 37
29 38
30 39
32 40
34 41
35 42
37 43
38 44
39 45
41 46
43 47
44 48
46 49
50 50
52 51
53 52
56 53
60 54
62 55
65 56
68 57
69 58

frame0128.png frame0126.png
0 16
1 17
2 18
3 19
4 20
5 21
6 22
7 23
8 24
10 25
11 26
12 27
13 28
14 29
15 30
16 31
19 32
20 33
21 34
22 35
23 36
24 37
25 38
27 39
28 40
29 41
30 42
31 43
32 44
33 45
34 46
35 47
36 48
37 49
38 50
39 51
40 52
41 53
42 54
44 55
45 56
46 57
48 58
49 59
50 60
51 61
52 62
53 63
54 64
55 65
57 66

frame0037.png frame0028.png
0 22
2 23
4 24
5 25
6 26
7 27
8 28
9 29
11 30
12 31
13 32
14 33
16 34
17 35
18 36
20 37
21 38
22 39
24 40
25 41
26 42
27 43
29 44
30 45
31 46
32 47
35 48
36 49
37 50
38 51
41 52
47 53
48 54
49 55
50 56
51 57
52 58

frame0027.png frame0026.png
0 1
1 2
2 3
3 4
4 5
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
14 15
15 16
16 17
17 18
18 19
19 20
20 21
22 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
32 31
33 32
34 33
35 34
37 35
38 36
39 37
40 38
41 39
42 40
43 41
44 42
45 43
46 44
47 45
48 46
49 47
50 48
51 49
52 50
53 51
54 52
55 53
56 54
57 55
58 56

frame0162.png frame0149.png
6 73
7 74
9 75
16 76
25 77
29 78
39 79

frame0164.png frame0145.png
5 91

frame0111.png frame0106.png
0 30
1 31
2 32
3 33
4 34
5 35
6 36
7 37
8 38
9 39
10 40
11 41
12 42
13 43
14 44
15 45
17 46
18 47
19 48
22 49
23 50
24 51
25 52
27 53
28 54
29 55
30 56
32 57
33 58
34 59
36 60
37 61
38 62
39 63
40 64
41 65

frame0132.png frame0122.png
0 43
1 44
2 45
3 46
5 47
8 48
9 49
10 50
13 51
18 52
19 53
20 54
22 55
28 56
29 57
39 58

frame0116.png frame0103.png
1 76
3 77
4 78
5 79
6 80

frame0006.png frame0002.png
1 12
2 13
3 14
4 15
5 16
6 17
7 18
15 19
18 20
19 21
20 22
21 23
22 24
23 25
24 26
25 27
26 28
28 29
29 30
30 31
31 32
32 33
33 34
34 35
35 36
37 37
40 38
42 39

frame0136.png frame0125.png
2 60
4 61
6 62
7 63
9 64
15 65
17 66
21 67

frame0084.png frame0072.png
0 62
1 63
2 64
12 65
15 66

frame0031.png frame0030.png
0 4
1 5
2 6
3 7
4 8
5 9
6 10
7 11
8 12
10 13
11 14
12 15
13 16
14 17
15 18
16 19
17 20
18 21
19 22
20 23
21 24
22 25
23 26
24 27
25 28
26 29
27 30
28 31
29 32
30 33
31 34
32 35
33 36
34 37
35 38
36 39
37 40
38 41
39 42
40 43
41 44
42 45
43 46
44 47
45 48
46 49
48 50
49 51
50 52
51 53
52 54
53 55
54 56
55 57

frame0135.png frame0121.png
3 58
4 59
16 60

frame0053.png frame0045.png
0 48
8 49
11 50
12 51
13 52
14 53
16 54
17 55
21 56
23 57
26 58
27 59
29 60
30 61
32 62
33 63
34 64
40 65
44 66

frame0057.png frame0042.png
0 55
3 56
4 57
8 58
9 59

frame0021.png frame0020.png
0 4
1 5
2 6
3 7
4 8
5 9
6 10
7 11
8 12
9 13
10 14
11 15
12 16
13 17
14 18
15 19
16 20
17 21
18 22
19 23
20 24
21 25
22 26
23 27
24 28
25 29
26 30
27 31
28 32
29 33
30 34
31 35
32 36
33 37
34 38
35 39
36 40
37 41
38 42
39 43
40 44
41 45
42 46
43 47
44 48
45 49
46 50
47 51
48 52
49 53
50 54
52 55
53 56
54 57
55 58
56 59
59 60
60 61
61 62
62 63
63 64
64 65
65 66

frame0060.png frame0049.png
0 46
2 47
9 48
10 49
11 50
12 51
22 52
27 53
29 54
31 55
32 56
33 57
34 58
42 59
48 60
55 61
57 62
58 63
59 64

frame0065.png frame0058.png
0 47
3 48
5 49
6 50
7 51
8 52
9 53
11 54
13 55
14 56
15 57
16 58
17 59
18 60
21 61
26 62
27 63
35 64
37 65

frame0033.png frame0017.png
1 61
2 62
6 63
7 64
13 65
17 66
18 67
19 68
22 69
27 70
28 71
30 72
34 73
36 74

frame0145.png frame0130.png
11 68
13 69
23 70
24 71
25 72
26 73
27 74

frame0148.png frame0137.png
0 71
1 72
2 73
3 74
4 75
5 76
13 77
14 78
15 79
23 80
24 81
27 82
28 83

frame0079.png frame0068.png
1 52
8 53
14 54
25 55
27 56
30 57
31 58
33 59

frame0044.png frame0042.png
0 7
1 8
2 9
3 10
4 11
6 12
7 13
8 14
10 15
11 16
12 17
13 18
14 19
15 20
16 21
17 22
18 23
19 24
20 25
21 26
23 27
24 28
26 29
27 30
28 31
29 32
30 33
31 34
32 35
34 36
35 37
36 38
37 39
38 40
39 41
41 42
42 43
43 44
44 45
45 46
47 47
48 48
49 49
50 50
51 51
52 52
54 53
56 54
57 55
59 56
60 57
61 58
62 59

frame0048.png frame0045.png
0 26
1 27
2 28
3 29
4 30
5 31
6 32
7 33
8 34
10 35
11 36
12 37
14 38
15 39
16 40
17 41
20 42
21 43
22 44
23 45
24 46
25 47
27 48
30 49
32 50
33 51
34 52
35 53
36 54
37 55
39 56
40 57
42 58
43 59
44 60
45 61
47 62
48 63
49 64
52 65
54 66

frame0174.png frame0168.png
0 49
1 50
2 51
3 52
4 53
5 54
6 55
7 56
8 57
9 58
12 59
16 60
23 61
30 62
31 63
34 64
36 65
38 66
39 67
40 68
41 69
42 70
43 71
55 72
56 73

frame0012.png frame0003.png
2 21
6 22
7 23
8 24
9 25
11 26
12 27
16 28
17 29
19 30
21 31
22 32
25 33
26 34
28 35
29 36
30 37
31 38
34 39
39 40
46 41

frame0160.png frame0156.png
3 17
4 18
5 19
6 20
7 21
8 22
17 23
18 24
19 25
20 26
21 27
26 28
27 29
28 30
29 31
30 32
31 33
32 34
33 35
34 36
35 37
36 38
37 39
39 40
40 41
41 42
42 43
43 44
44 45
45 46
46 47
48 48
49 49
50 50
51 51
55 52
60 53
61 54
63 55
64 56
65 57

frame0069.png frame0062.png
0 55
1 56
2 57
3 58
5 59
6 60
7 61
8 62
9 63
10 64
12 65
15 66
16 67
19 68
21 69
24 70
28 71
30 72
36 73
41 74
44 75
57 76
58 77
59 78

frame0168.png frame0160.png
0 56
1 57
3 58
9 59
12 60
13 61
14 62
19 63
20 64
21 65
22 66
23 67
28 68
29 69
36 70
40 71
41 72
43 73

frame0128.png frame0117.png
0 35
5 36
14 37
22 38
24 39
27 40
29 41

frame0024.png frame0006.png
11 48

frame0150.png frame0145.png
0 53
1 54
2 55
3 56
4 57
5 58
6 59
7 60
8 61
9 62
10 63
11 64
13 65
14 66
17 67
22 68
26 69
27 70
28 71
29 72
30 73
31 74
32 75
33 76
34 77
38 78
39 79
40 80
44 81
45 82
48 83
49 84
51 85
53 86
57 87
58 88
59 89
60 90
77 91

frame0027.png frame0019.png
0 46
1 47
3 48
7 49
8 50
10 51
11 52
12 53
13 54
14 55
16 56
18 57
19 58
22 59
23 60
26 61
28 62
29 63
30 64
32 65
37 66
38 67
40 68
41 69
43 70
45 71
49 72

frame0139.png frame0128.png
19 57
32 58
58 59
59 60
60 61
61 62

frame0164.png frame0152.png
0 57
2 58
5 59
6 60
7 61
8 62
9 63
10 64
11 65
12 66
17 67
18 68
37 69
41 70

frame0077.png frame0063.png
18 67
37 68
40 69
41 70

frame0116.png frame0110.png
1 39
3 40
4 41
5 42
6 43
8 44
19 45
21 46
22 47
23 48
25 49
26 50
28 51

frame0006.png frame0005.png
0 11
1 12
2 13
3 14
4 15
5 16
6 17
7 18
8 19
9 20
10 21
14 22
15 23
18 24
19 25
20 26
21 27
22 28
23 29
24 30
25 31
26 32
27 33
28 34
29 35
30 36
31 37
32 38
33 39
34 40
35 41
36 42
37 43
40 44
41 45
42 46

frame0082.png frame0074.png
0 55
1 56
4 57
5 58
7 59
8 60
10 61
11 62
12 63
16 64
17 65
18 66
21 67
22 68
28 69
31 70
32 71
33 72
35 73
37 74

frame0138.png frame0133.png
1 39
2 40
4 41
5 42
7 43
8 44
9 45
11 46
13 47
14 48
15 49
16 50
17 51
20 52
22 53
23 54
24 55
27 56
32 57
33 58
37 59
38 60
39 61
42 62
43 63
44 64
45 65
47 66
49 67
50 68
51 69
54 70
56 71
57 72
58 73
62 74
64 75
66 76
67 77
68 78
69 79
70 80
71 81
73 82
76 83

frame0085.png frame0079.png
0 42
1 43
2 44
3 45
5 46
6 47
8 48
9 49
10 50
11 51
12 52
13 53
14 54
16 55
17 56
18 57
20 58
21 59
22 60
24 61
25 62
26 63
30 64
31 65
37 66
38 67
45 68
49 69
51 70
59 71

frame0107.png frame0094.png
8 65
14 66
29 67
33 68

frame0163.png frame0151.png
3 57
4 58
5 59
6 60
12 61
14 62
17 63
18 64
19 65
20 66
24 67
28 68
44 69

frame0057.png frame0051.png
0 34
1 35
2 36
3 37
4 38
7 39
8 40
9 41
10 42
11 43
12 44
13 45
16 46
19 47
21 48
24 49
27 50
28 51
29 52
30 53
31 54
32 55
33 56
37 57
38 58
40 59
41 60
42 61
43 62
44 63
46 64
50 65
53 66
55 67
58 68
60 69
61 70
62 71
64 72
65 73
66 74

frame0040.png frame0021.png
0 60
3 61
4 62
7 63
11 64
17 65
22 66

frame0065.png frame0051.png
0 65
6 66
8 67
14 68
16 69
17 70
18 71
26 72
35 73
37 74

frame0036.png frame0033.png
0 8
1 9
2 10
3 11
4 12
5 13
6 14
7 15
8 16
9 17
10 18
11 19
12 20
13 21
14 22
15 23
16 24
17 25
19 26
20 27
21 28
23 29
24 30
25 31
26 32
27 33
28 34
29 35
30 36
31 37
32 38
33 39
34 40
35 41
36 42
38 43
39 44
40 45
41 46
42 47
43 48
44 49
47 50
48 51
49 52
50 53
51 54
52 55
53 56
54 57
55 58
56 59
57 60

frame0148.png frame0144.png
0 39
1 40
2 41
3 42
4 43
5 44
6 45
7 46
8 47
9 48
10 49
13 50
14 51
15 52
16 53
17 54
20 55
22 56
23 57
24 58
25 59
26 60
27 61
28 62
29 63
30 64
31 65
32 66
33 67
36 68
37 69
42 70
46 71
47 72
48 73
49 74
50 75
51 76
52 77
53 78
54 79
57 80
58 81
59 82
61 83
62 84
64 85
65 86
67 87
70 88
71 89
72 90

frame0180.png frame0173.png
0 55
6 56
7 57
8 58
14 59
15 60
16 61
17 62
18 63
19 64
22 65
25 66
26 67
27 68
28 69
29 70
30 71
36 72
37 73
38 74
46 75

frame0079.png frame0077.png
0 11
1 12
2 13
3 14
4 15
5 16
6 17
8 18
9 19
10 20
11 21
12 22
13 23
14 24
15 25
16 26
17 27
18 28
19 29
20 30
21 31
22 32
23 33
24 34
25 35
26 36
27 37
28 38
29 39
30 40
31 41
32 42
33 43
34 44
35 45
36 46
37 47
38 48
39 49
40 50
41 51
42 52
43 53
44 54
45 55
46 56
48 57
49 58
50 59
51 60
52 61
53 62
54 63
55 64
56 65
57 66
58 67
59 68
60 69
61 70
62 71
63 72
64 73
65 74
66 75

frame0044.png frame0033.png
0 38
1 39
2 40
3 41
6 42
10 43
11 44
14 45
16 46
17 47
18 48
20 49
24 50
26 51
27 52
28 53
29 54
31 55
34 56
36 57
37 58
41 59
43 60

frame0048.png frame0036.png
0 51
2 52
5 53
7 54
8 55
14 56
20 57
30 58
47 59

frame0160.png frame0147.png
3 89
4 90
5 91
39 92

frame0034.png frame0011.png
3 66
4 67
10 68
15 69
16 70
24 71
25 72

frame0037.png frame0014.png
2 65
7 66
8 67
17 68
18 69

frame0024.png frame0013.png
3 54
4 55
5 56
11 57
12 58
14 59
18 60
21 61
22 62
23 63
24 64
26 65
27 66
28 67
29 68
32 69
35 70
36 71
40 72
41 73

frame0138.png frame0131.png
1 45
4 46
5 47
7 48
8 49
9 50
11 51
13 52
14 53
15 54
17 55
20 56
22 57
23 58
24 59
27 60
32 61
33 62
37 63
39 64
42 65
43 66
44 67
45 68
54 69
56 70
62 71
66 72
67 73
68 74
69 75
70 76
71 77

frame0082.png frame0069.png
1 57
4 58
5 59
8 60

frame0120.png frame0112.png
0 41
3 42
4 43
5 44
13 45
14 46
17 47
20 48

frame0028.png frame0009.png
0 51
5 52
10 53
16 54
20 55
27 56
35 57
36 58

frame0085.png frame0072.png
8 65
11 66

frame0031.png frame0012.png
0 60
1 61
4 62
6 63
7 64
11 65
12 66
15 67
20 68
21 69
29 70
30 71

frame0163.png frame0156.png
3 28
4 29
5 30
6 31
7 32
8 33
9 34
10 35
11 36
12 37
13 38
14 39
17 40
18 41
19 42
20 43
21 44
22 45
23 46
24 47
27 48
28 49
29 50
30 51
38 52
44 53
45 54
48 55
49 56
50 57

frame0057.png frame0052.png
0 32
1 33
2 34
3 35
4 36
7 37
8 38
9 39
10 40
11 41
12 42
13 43
16 44
19 45
21 46
24 47
27 48
28 49
29 50
30 51
31 52
32 53
33 54
34 55
37 56
38 57
40 58
41 59
42 60
43 61
44 62
46 63
50 64
52 65
53 66
55 67
56 68
58 69
60 70
61 71
62 72
63 73
64 74
65 75
66 76

frame0040.png frame0028.png
0 36
2 37
3 38
4 39
6 40
7 41
9 42
11 43
14 44
15 45
16 46
17 47
21 48
22 49
24 50
25 51
28 52
34 53
35 54
36 55
37 56
38 57
39 58

frame0065.png frame0052.png
0 64
5 65
6 66
8 67
9 68
14 69
16 70
17 71
18 72
21 73
26 74
35 75
37 76

frame0072.png frame0066.png
0 34
1 35
2 36
3 37
6 38
8 39
9 40
14 41
15 42
16 43
17 44
18 45
19 46
20 47
21 48
23 49
26 50
35 51
43 52
44 53
47 54
52 55
54 56
55 57
56 58
58 59

frame0041.png frame0035.png
0 24
1 25
2 26
3 27
4 28
6 29
8 30
10 31
11 32
12 33
13 34
14 35
16 36
17 37
18 38
19 39
22 40
23 41
24 42
25 43
27 44
28 45
30 46
31 47
32 48
33 49
34 50
35 51
37 52
38 53
39 54
40 55
42 56
45 57

frame0022.png frame0015.png
0 32
1 33
4 34
6 35
8 36
9 37
10 38
11 39
12 40
13 41
15 42
16 43
17 44
18 45
21 46
22 47
23 48
25 49
28 50
29 51
30 52
32 53
34 54
35 55
36 56
37 57
38 58
40 59
41 60
42 61
43 62
45 63
46 64
47 65
48 66
49 67
52 68
53 69
54 70

frame0079.png frame0074.png
0 38
1 39
2 40
3 41
6 42
8 43
10 44
12 45
14 46
16 47
17 48
18 49
19 50
20 51
21 52
22 53
25 54
26 55
27 56
30 57
31 58
32 59
33 60
35 61
36 62
37 63
39 64
40 65
41 66
43 67
44 68
48 69
51 70
52 71
53 72
55 73
57 74

frame0044.png frame0024.png
0 48
1 49
2 50
3 51
10 52
11 53
16 54
20 55
28 56
31 57

frame0179.png frame0173.png
0 47
1 48
2 49
3 50
4 51
5 52
6 53
9 54
17 55
23 56
24 57
25 58
31 59
32 60
33 61
34 62
35 63
36 64
39 65
42 66
43 67
44 68
45 69
46 70
47 71
52 72
53 73
54 74
60 75

frame0024.png frame0020.png
0 31
1 32
2 33
3 34
4 35
5 36
7 37
8 38
9 39
11 40
12 41
14 42
17 43
18 44
19 45
20 46
21 47
22 48
23 49
24 50
26 51
27 52
28 53
29 54
32 55
34 56
35 57
36 58
37 59
40 60
41 61
42 62
43 63
45 64
47 65
51 66

frame0136.png frame0131.png
0 37
2 38
3 39
4 40
6 41
7 42
8 43
9 44
11 45
14 46
15 47
17 48
18 49
19 50
21 51
23 52
24 53
25 54
27 55
30 56
32 57
33 58
34 59
37 60
39 61
40 62
42 63
44 64
47 65
48 66
49 67
50 68
58 69
60 70
66 71
69 72
70 73
71 74
72 75
73 76
74 77

frame0038.png frame0030.png
0 22
1 23
2 24
3 25
4 26
5 27
6 28
7 29
8 30
10 31
11 32
12 33
14 34
15 35
16 36
18 37
19 38
21 39
23 40
25 41
26 42
27 43
28 44
30 45
32 46
33 47
34 48
35 49
38 50
43 51
44 52
45 53
46 54
47 55
48 56
49 57

frame0117.png frame0106.png
0 63
1 64
2 65

frame0120.png frame0119.png
0 3
1 4
2 5
3 6
4 7
5 8
6 9
7 10
8 11
9 12
10 13
11 14
12 15
13 16
14 17
16 18
17 19
19 20
20 21
21 22
23 23
24 24
25 25
26 26
27 27
29 28
30 29
31 30
32 31
33 32
34 33
35 34
36 35
37 36
38 37
39 38
40 39
41 40
42 41
43 42
46 43
48 44
49 45
50 46
51 47
52 48
53 49
55 50
56 51

frame0121.png frame0111.png
0 45
1 46
2 47
10 48
11 49
17 50

frame0085.png frame0081.png
0 29
1 30
2 31
3 32
4 33
5 34
6 35
8 36
9 37
10 38
11 39
12 40
13 41
14 42
16 43
17 44
18 45
19 46
20 47
21 48
22 49
24 50
25 51
26 52
30 53
31 54
37 55
38 56
43 57
45 58
46 59
48 60
49 61
51 62
52 63
54 64
55 65
56 66
59 67

frame0157.png frame0144.png
0 87
7 88
8 89
9 90

frame0046.png frame0025.png
2 51
7 52
16 53
17 54
19 55
22 56
25 57

frame0104.png frame0096.png
3 53
5 54
6 55
11 56
13 57
14 58
15 59
19 60
21 61
22 62
24 63
27 64
28 65
32 66
35 67
41 68
42 69
45 70
51 71
57 72

frame0054.png frame0041.png
3 45
6 46
7 47
8 48
11 49
16 50
21 51
24 52
25 53
29 54
30 55

frame0058.png frame0036.png
1 59

frame0041.png frame0036.png
0 24
1 25
2 26
3 27
4 28
6 29
8 30
10 31
11 32
12 33
13 34
14 35
16 36
17 37
18 38
19 39
22 40
23 41
24 42
25 43
27 44
28 45
29 46
30 47
31 48
32 49
33 50
34 51
35 52
37 53
38 54
39 55
40 56
42 57
45 58
54 59

frame0022.png frame0006.png
0 41
9 42
10 43
11 44
13 45
16 46
17 47
28 48

frame0061.png frame0057.png
0 26
1 27
2 28
3 29
4 30
5 31
6 32
7 33
8 34
9 35
12 36
15 37
20 38
22 39
23 40
26 41
27 42
28 43
29 44
31 45
32 46
33 47
35 48
38 49
39 50
42 51
44 52
45 53
46 54
47 55
48 56
52 57
53 58
54 59
55 60
56 61
57 62
58 63
62 64
68 65
69 66

frame0044.png frame0023.png
0 52
1 53
2 54
3 55
11 56

frame0182.png frame0181.png
0 8
1 9
2 10
3 11
4 12
5 13
6 14
7 15
8 16
9 17
10 18
11 19
12 20
13 21
14 22
15 23
16 24
17 25
18 26
19 27
20 28
21 29
22 30
23 31
24 32
25 33
26 34
27 35
28 36
29 37
30 38
31 39
32 40
33 41
34 42
35 43
36 44
37 45
38 46
39 47

frame0034.png frame0029.png
0 13
2 14
3 15
4 16
5 17
8 18
10 19
11 20
12 21
13 22
14 23
15 24
16 25
17 26
18 27
19 28
20 29
21 30
22 31
23 32
24 33
25 34
26 35
27 36
28 37
30 38
31 39
32 40
33 41
35 42
36 43
37 44
38 45
39 46
41 47
42 48
43 49
44 50
47 51
51 52
52 53
53 54
54 55
55 56
56 57
57 58

frame0067.png frame0064.png
0 24
1 25
2 26
3 27
4 28
6 29
8 30
9 31
10 32
11 33
13 34
14 35
15 36
16 37
17 38
18 39
20 40
23 41
24 42
25 43
26 44
27 45
29 46
30 47
31 48
33 49
34 50
35 51
38 52
39 53
40 54
41 55
42 56
45 57
46 58
47 59
53 60
56 61
57 62
58 63

frame0175.png frame0166.png
15 68
20 69
28 70
29 71
31 72
32 73

frame0013.png frame0007.png
0 8
2 9
3 10
4 11
5 12
6 13
7 14
9 15
10 16
13 17
14 18
15 19
17 20
18 21
19 22
20 23
21 24
23 25
24 26
25 27
26 28
27 29
28 30
29 31
31 32
32 33
33 34
35 35
36 36
38 37
39 38
41 39
44 40
46 41
47 42
48 43
50 44
52 45
53 46
54 47
57 48

frame0070.png frame0056.png
1 68
14 69
16 70

frame0038.png frame0017.png
0 66
1 67
2 68
5 69
11 70
12 71
15 72
19 73
23 74

frame0117.png frame0115.png
0 10
1 11
2 12
3 13
4 14
5 15
6 16
7 17
8 18
10 19
11 20
12 21
13 22
14 23
15 24
16 25
17 26
18 27
19 28
23 29
24 30
25 31
26 32
27 33
28 34
29 35
30 36
31 37
36 38
37 39
38 40
40 41
41 42

frame0121.png frame0112.png
0 42
1 43
2 44
10 45
11 46
14 47
17 48

frame0143.png frame0131.png
0 63
3 64
10 65
11 66
12 67
13 68
27 69
29 70
35 71
39 72
40 73
41 74
42 75
43 76
46 77

frame0165.png frame0146.png
2 90

frame0040.png frame0010.png
0 64

frame0095.png frame0081.png
1 67

frame0007.png frame0005.png
0 19
1 20
2 21
6 22
8 23
11 24
12 25
13 26
14 27
15 28
16 29
18 30
19 31
20 32
21 33
22 34
23 35
25 36
26 37
28 38
29 39
30 40
31 41
32 42
34 43
37 44
39 45
41 46

frame0046.png frame0032.png
0 44
2 45
3 46
4 47
7 48
14 49
15 50
16 51
17 52
19 53
22 54
24 55
25 56

frame0104.png frame0103.png
0 12
1 13
2 14
3 15
4 16
5 17
6 18
7 19
8 20
9 21
10 22
11 23
12 24
13 25
14 26
15 27
16 28
17 29
19 30
20 31
21 32
22 33
23 34
24 35
25 36
26 37
27 38
28 39
29 40
30 41
31 42
32 43
33 44
34 45
35 46
36 47
38 48
40 49
41 50
42 51
43 52
44 53
45 54
46 55
47 56
48 57
49 58
50 59
51 60
52 61
53 62
54 63
55 64
56 65
57 66
58 67
59 68
60 69
61 70
62 71
63 72
64 73
65 74
66 75
67 76
68 77
69 78
70 79
71 80

frame0124.png frame0122.png
0 15
1 16
2 17
4 18
5 19
6 20
7 21
8 22
10 23
12 24
13 25
14 26
15 27
